
一、DCC通风设备
206,,,门,双扇平开外门_带观察窗 - GM2430_A_-3857367-LAY-1F-1_500-A,3500x2300(左) DCC-F,2,X-HLP3-AR-F3-LAY-01-001
207,,,门,双扇平开外门_带观察窗 - FM甲3030_A_-4207277-LAY-1F-1_500-A,3500x2300(左) DCC-F,2,X-HLP3-AR-F3-LAY-01-001
208,,,门,双扇平开外门_带观察窗 - FM甲3030_A_-4207425-LAY-1F-1_500-A,3500x2300(左) DCC-F,2,X-HLP3-AR-F3-LAY-01-001
209,,,门,双扇平开外门_带观察窗 - GM1530_A_-4118818-LAY-1F-1_500-A,3500x2300(左) DCC-F,2,X-HLP3-AR-F3-LAY-01-001
210,,,门,双扇平开外门_带观察窗 - GM2430_A_-3863862-LAY-1F-1_500-A,3500x2300(左) DCC-F,2,X-HLP3-AR-F3-LAY-01-001
211,,,门,双扇平开外门_带观察窗 - FM甲1530_A_-4127258-LAY-1F-1_500-A,3500x2300(左) DCC-F,2,X-HLP3-AR-F3-LAY-01-001
212,,,门,泄爆门 - TXBM1530_A_-4574954-LAY-1F-1_500-A,3500x2300(左) DCC-F*2,2,X-HLP3-AR-F3-LAY-01-001
213,,,门,双扇平开外门_带观察窗 - GM2430_A_-3857367-LAY-1F-1_500-A,3500x2300(右) DCC-F,2,X-HLP3-AR-F3-LAY-01-001
214,,,单扇防火门,单扇平开防火门_带观察窗 - QM0921-4742574-LAY-2F-1_500-A,3500x2300(左) DCC-F,2,X-HLP3-AR-F3-LAY-02-001
215,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703358-LAY-1F-1_500-A,,2,X-HLP3-AR-F3-LAY-01-001
216,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703356-LAY-1F-1_500-A,,2,X-HLP3-AR-F3-LAY-01-001
217,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4715513-LAY-2F-1_500-A,,2,X-HLP3-AR-F3-LAY-02-001
218,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703327-LAY-2F-1_500-A,,2,X-HLP3-AR-F3-LAY-02-001
219,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703376-LAY-2F-1_500-A,,2,X-HLP3-AR-F3-LAY-02-001
220,,,单扇防火门,单扇平开防火门_带观察窗 - GM1123-4965417-LAY-2F-1_500-A,,2,X-HLP3-AR-F3-LAY-02-001
221,,,门,双扇平开门-角度可调 - FM甲2427_160__-4689979-LAY-1F-1_500-A,2365x1165（右） DCC,2,X-HLP3-AR-F3-LAY-01-001
222,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703329-LAY-1F-1_500-A,3500x2300(右) DCC-F,2,X-HLP3-AR-F3-LAY-01-001
223,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4643137-LAY-1F-1_500-A,2365x1165（左） DCC,2,X-HLP3-AR-F3-LAY-01-001
224,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V2-LAY-2F-1_500-A,2000*2300(右) DCC-B,2,X-HLP3-AR-F3-LAY-02-001
225,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4644315-LAY-2F-1_500-A,2365x1165（右） DCC,2,X-HLP3-AR-F3-LAY-02-001
226,,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-4721362-LAY-4F-1_500-A,3500x2300(右) DCC-F,2,X-HLP3-AR-F3-LAY-04-001
227,,,检修门,MD2-1022,1000x2200 2850x2600(右) DCC-E*2,2,X-HLP3-CR-F3-LAY-KEQP-02-002
228,,,检修门,MD2-1022,1000x2200 2850x2600(右) DCC-E,2,X-HLP3-CR-F3-LAY-KEQP-02-002
229,,,检修门,MD2-1022,1000x2200 2850x2300(右) DCC,2,X-HLP3-CR-F3-LAY-KEQP-02-002
230,,,检修门,MD2-1022,1000x2200 2850x1800(右) DCC,2,X-HLP3-CR-F3-LAY-KEQP-02-002
231,,,门,单开门 1000X2000,1000x2000 2365*1165(右) DCC,2,"X-HLP3-CR-F3-LAY-KPART-01-002, X-HLP3-CR-F3-LAY-KPART-03-002"
232,,,检修门,MD-800,,2,X-HLP3-CR-F3-LAY-KPART-04-001
233,,,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-664855-4F,3500x2300(左) DCC-F,1,X-HLP3-AR-B3-LAY-04-001
234,,,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-1076157-4F,3500x2300(左) DCC-F,1,X-HLP3-AR-B3-LAY-04-001
235,,,卷帘门,墙外卷帘门 - FJLM4830_3H常开_-1003825-4F,1800x1000,1,X-HLP3-AR-B3-LAY-04-001
236,,,卷帘门,墙外卷帘门 - FJLM4830_3H_-847428-4F,3500x2300(左) DCC-F,1,X-HLP3-AR-B3-LAY-04-001
237,,,门,B3-3_dwg_X-HL-INT-E1-LAY-04$0$DOR-1800-469820-4F,2850x2300(右) DCC-D,1,X-HLP3-AR-B3-LAY-04-001
238,,,门,B3-2_dwg_X-HL-INT-E1-LAY-03$0$Cores and stairs-3F$0$DOR-2000-463768-4F,2365*965 DCC,1,X-HLP3-AR-B3-LAY-04-001
239,,,门,B3-2_dwg_X-HL-INT-E1-LAY-03$0$Cores and stairs-3F$0$DOR-2000-463768-4F,3600X500 DCC,1,X-HLP3-AR-B3-LAY-04-001
240,,,双扇防火门,双扇平开防火门_带观察窗 - FM乙1323-4643283-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
241,,,双扇防火门,双扇平开防火门_带观察窗 - FM乙1323-4643293-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
242,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2430-4643545-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
243,,,双扇防火门,双扇平开防火门_带观察窗 - FM乙1423-4643265-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
244,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1527-4643437-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
245,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1527-4643651-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
246,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1824-4642820-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
247,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4643177-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
248,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4644473-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
249,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3030-4644617-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
250,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642970-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
251,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642868-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
252,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4644315-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
253,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4643303-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
254,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1527-4643743-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
255,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2830-4644753-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
256,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642656-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
257,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4644763-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
258,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4643197-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
259,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4643061-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
260,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4644773-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
261,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲3030-4644783-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
262,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4644627-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
263,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4644821-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
264,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1530-4643071-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
265,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2830-4643034-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
266,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4965112-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
267,,,双扇防火门,双扇平开防火门_带观察窗 - KBM2427-4644587-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
268,,,双扇防火门,双扇平开防火门_带观察窗 - KBM1223-4795271-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
269,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4643333-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
270,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4643343-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
271,,,双扇防火门,双扇平开防火门_带观察窗 - KBM1223-4644379-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
272,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523_3H_-4964460-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
273,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4964982-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
274,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642740-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
275,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4643669-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
276,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2225-4670530-LAY-4F-1_500-A,,1,X-HLP3-AR-F3-LAY-04-001
277,,,双扇防火门,双扇平开防火门_带观察窗 - GM1530-4643723-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
278,,,双扇防火门,双扇平开防火门_带观察窗 - GM2530-4643313-LAY-1F-1_500-A,3500x2300(左) DCC-F,1,X-HLP3-AR-F3-LAY-01-001
279,,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-4721500-LAY-4F-1_500-A,3500x2300(左) DCC-F*2,1,X-HLP3-AR-F3-LAY-04-001
280,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703329-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,"X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-02-001"
281,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703398-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
282,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703356-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
283,,,单扇防火门,单扇平开防火门_带观察窗1 - FM甲1223_A_-4715619-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
284,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-V64-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
285,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703376-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
286,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703382-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
287,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703358-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
288,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703382-LAY-1F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
289,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703382-LAY-2F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-02-001
290,,,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-V1-LAY-4F-1_500-A,2850x2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-04-001
291,,,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-4703446-LAY-4F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-04-001
292,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V427-LAY-4F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-04-001
293,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V428-LAY-4F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-04-001
294,,,单扇防火门,单扇平开防火门_带观察窗 - QM1123-4703428-LAY-4F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-04-001
295,,,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-V3-LAY-4F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-04-001
296,,,门,双扇平开门-角度可调 - FM甲1523_160__-4715204-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
297,,,门,双扇平开外门_带观察窗 - GM3433_A_-4070944-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
298,,,门,双扇平开外门_带观察窗 - GM3030_A_-4070975-LAY-1F-1_500-A,2850x2300(右) DCC-D,1,X-HLP3-AR-F3-LAY-01-001
299,,,门,双扇平开门-角度可调 - FM甲2530_160___常开_-4636565-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
300,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703358-LAY-1F-1_500-A,2850x2300(右) DCC-E*2,1,"X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-02-001"
301,,,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-V1-LAY-4F-1_500-A,2850x2300(右) DCC-E*2,1,X-HLP3-AR-F3-LAY-04-001
302,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1524-4642886-LAY-1F-1_500-A,2850x1800(左) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
303,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4642848-LAY-1F-1_500-A,2850x1800(左) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
304,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4642914-LAY-1F-1_500-A,2850x1800(左) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
305,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2430-4642638-LAY-1F-1_500-A,2850x1800(左) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
306,,,双扇防火门,双扇平开防火门_带观察窗 - QM1523-4721500-LAY-4F-1_500-A,2850x1800(左) DCC-C*2,1,X-HLP3-AR-F3-LAY-04-001
307,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642740-LAY-1F-1_500-A,2000*2300(左) DCC-B,1,X-HLP3-AR-F3-LAY-01-001
308,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4643343-LAY-1F-1_500-A,2000*2300(左) DCC-B,1,X-HLP3-AR-F3-LAY-01-001
309,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1527-4643437-LAY-1F-1_500-A,2000*2300(左) DCC-B,1,X-HLP3-AR-F3-LAY-01-001
310,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1223-4642656-LAY-1F-1_500-A,2000*2300(左) DCC-B,1,X-HLP3-AR-F3-LAY-01-001
311,,,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-4703400-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,"X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-02-001"
312,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703430-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
313,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703356-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
314,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-V64-LAY-1F-1_500-A,2850x1800(右) DCC-C,1,X-HLP3-AR-F3-LAY-01-001
315,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703382-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
316,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703376-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
317,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703562-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
318,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703394-LAY-1F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-01-001
319,,,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-V3-LAY-4F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-04-001
320,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V7-LAY-4F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-04-001
321,,,单扇防火门,单扇平开防火门_带观察窗 - FM乙1123-V1-LAY-4F-1_500-A,2850x1800(右) DCC-C*2,1,X-HLP3-AR-F3-LAY-04-001
322,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703329-LAY-1F-1_500-A,2850x2600(右) DCC-E,1,X-HLP3-AR-F3-LAY-01-001
323,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703562-LAY-1F-1_500-A,2850x2600(右) DCC-E*2,1,X-HLP3-AR-F3-LAY-01-001
324,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703380-LAY-1F-1_500-A,2850x2600(右) DCC-E*2,1,X-HLP3-AR-F3-LAY-01-001
325,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲0821-4703382-LAY-1F-1_500-A,2850x2600(右) DCC-E,1,X-HLP3-AR-F3-LAY-01-001
326,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V427-LAY-4F-1_500-A,2850x2600(右) DCC-E,1,X-HLP3-AR-F3-LAY-04-001
327,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-4703327-LAY-1F-1_500-A,2850x2300(左) DCC-D,1,"X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-02-001"
328,,,单扇防火门,单扇平开防火门_带观察窗 - QM1123-V117-LAY-1F-1_500-A,2000*2300(左) DCC-B,1,X-HLP3-AR-F3-LAY-01-001
329,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V2-LAY-2F-1_500-A,2000*2300(左) DCC-B,1,X-HLP3-AR-F3-LAY-02-001
330,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V8-LAY-4F-1_500-A,2000*2300(左) DCC-B,1,X-HLP3-AR-F3-LAY-04-001
331,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V425-LAY-4F-1_500-A,2000*2300(左) DCC-B,1,X-HLP3-AR-F3-LAY-04-001
332,,,单扇防火门,单扇平开防火门_带观察窗 - FM甲1123-V6-LAY-4F-1_500-A,2000*2300(左) DCC-B,1,X-HLP3-AR-F3-LAY-04-001
333,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2430-4642638-LAY-1F-1_500-A,2000*2300(右) DCC-B*2,1,X-HLP3-AR-F3-LAY-01-001
334,,,门,电梯门_客梯 - 5T货梯-4221831-LAY-1F-1_500-A,,1,"X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-02-001, X-HLP3-AR-F3-LAY-04-001"
335,,,门,门-上方带亮子 - GM1530_B_-4887992-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
336,,,门,门-上方带亮子 - GM1530_C_-4888096-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
337,,,门,双扇平开外门_带观察窗 - GM3030_A_-3863802-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
338,,,门,双扇平开外门_带观察窗 - GM3030_A_-3983928-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
339,,,门,双扇平开外门_带观察窗 - GM3030_A_-4238983-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
340,,,门,单扇平开门1 - FDM0821-4566175-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
341,,,门,双扇平开外门_带观察窗 - GM2430_A_-3863862-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
342,,,门,双扇平开门-角度可调 - FM甲2530_160__-4636547-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
343,,,门,单扇平开门1 - FDM0821-4566173-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
344,,,门,泄爆门 - TXBM2430-4385362-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
345,,,门,泄爆门 - TXBM1530_A_-4385365-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
346,,,门,单扇平开门1 - CCB1421-3684676-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
347,,,门,双扇平开门1 - GM1523-4120994-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
348,,,门,单扇平开门1 - CCB1421-4385370-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
349,,,门,泄爆门 - TXBM1530_A_-2590355-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
350,,,门,门-上方带亮子 - GM1530_B_-V67-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
351,,,门,双扇平开外门_带观察窗 - GYM1530_A_-4528011-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
352,,,门,坐便器带厕所隔断 内开门 - 坐便器带厕所隔断 内开门-3756326-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
353,,,门,门-上方带亮子 - FM乙1530_B_-4887940-LAY-1F-1_500-A,,1,X-HLP3-AR-F3-LAY-01-001
354,,,门,双扇平开门-角度可调 - FM甲2530_130__-4911531-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
355,,,门,双扇平开门-角度可调 - FM甲2427_160__-4690015-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
356,,,门,双扇平开门1 - GM1523-4718479-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
357,,,门,双扇平开门1 - GM1523-4718480-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
358,,,门,坐便器带厕所隔断 内开门 - 坐便器带厕所隔断 内开门-3762917-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
359,,,门,坐便器带厕所隔断 内开门 - 坐便器带厕所隔断 内开门-V52-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
360,,,门,单扇平开门1 - FM乙0620-4228895-LAY-2F-1_500-A,,1,"X-HLP3-AR-F3-LAY-02-001, X-HLP3-AR-F3-LAY-04-001"
361,,,门,双扇平开门-角度可调 - FM甲3030_160__-4835888-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
362,,,门,坐便器带厕所隔断 内开门 - 坐便器带厕所隔断 内开门-V68-LAY-2F-1_500-A,,1,X-HLP3-AR-F3-LAY-02-001
363,,,门,组合门图例,,1,X-HLP3-CR-F3-LAY-KPART-04-001
364,,,门,电梯门_客梯 - 2T洁净货梯-4055745-LAY-1F-1_500-A,2365x765 DCC,1,"X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-02-001"
365,,,门,双扇平开门-角度可调 - FM甲2427_160__-4689979-LAY-1F-1_500-A,2365x765 DCC,1,X-HLP3-AR-F3-LAY-01-001
366,,,门,双扇平开门-角度可调 - FM甲2427_160__-4689997-LAY-1F-1_500-A,2365x765 DCC,1,X-HLP3-AR-F3-LAY-01-001
367,,,门,栅栏门 - AM1030-3939840-LAY-1F-1_500-A,2365*765 DCC,1,X-HLP3-AR-F3-LAY-01-001
368,,,门,双扇平开门-角度可调 - FM甲2427_160__-4636703-LAY-2F-1_500-A,2365x765 DCC,1,X-HLP3-AR-F3-LAY-02-001
369,,,门,电梯门_客梯 - 2T洁净货梯-4055743-LAY-1F-1_500-A,2000*2300(左) DCC-B,1,X-HLP3-AR-F3-LAY-01-001
370,,,门,电梯门_客梯 - 2T洁净货梯-4055745-LAY-1F-1_500-A,2000*2300(左) DCC-B,1,"X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-02-001"
371,,,门,电梯门_客梯 - 2T洁净货梯-4055749-LAY-2F-1_500-A,2000*2300(左) DCC-B,1,X-HLP3-AR-F3-LAY-02-001
372,,,门,电梯门_客梯 - 2T洁净货梯-4055745-LAY-1F-1_500-A,2000x2300(右) DCC-B*2,1,"X-HLP3-AR-F3-LAY-01-001, X-HLP3-AR-F3-LAY-02-001"
373,,,门,双扇平开门-角度可调 - FM甲2530_160__-4636575-LAY-1F-1_500-A,2000*2300(右) DCC-B,1,X-HLP3-AR-F3-LAY-01-001
374,,,门,电梯门_客梯 - 2T洁净货梯-4055745-LAY-2F-1_500-A,2000*2300(右) DCC-B,1,X-HLP3-AR-F3-LAY-02-001
375,,,门,电梯门_客梯 - 2T洁净货梯-4055745-LAY-1F-1_500-A,2000*2300(右) DCC-D*2,1,X-HLP3-AR-F3-LAY-01-001
376,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲1523-4642620-LAY-1F-1_500-A,2850x2600(右) DCC-E*2,1,X-HLP3-AR-F3-LAY-01-001
377,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4642858-LAY-1F-1_500-A,2850x2600(右) DCC-E,1,X-HLP3-AR-F3-LAY-01-001
378,,,双扇防火门,双扇平开防火门_带观察窗 - FM甲2530-4644473-LAY-1F-1_500-A,2850x2600(右) DCC-E,1,X-HLP3-AR-F3-LAY-01-001
